payor_id,payor_name,payor_legal_entity_id,payor_country,payor_risk_score,payor_account_age_days
1b19d8b8-d830-2081-6fcc-57dd168fae12,Solaris Enterprises,LEI-717476-PTYLTD,CA,0.0951,1572
828c37e7-87d5-b7be-1d30-d990a21b0307,Lumen Partners,LEI-468154-CORP,US,0.1587,2180
7e7e7419-a0c1-4035-c5d9-5f51f387e1bd,Sapphire Industries,LEI-814220-SA,SG,0.0762,815
81e0d489-5a18-e2a3-0e61-4bcd97674900,Stratos Services,LEI-584172-PLC,US,0.0892,1215
bd29ede9-cab4-923b-f448-83858de7ad6c,Nova Industries,LEI-949153-LTD,US,0.1182,2467
3f6c21f7-0a05-37f0-2c2c-d22ba56895c6,Titan Industries,LEI-649525-CORP,US,0.0783,2156
54669d19-10df-9974-55ab-946da5b5cdc2,Helix Group,LEI-397949-GMBH,FR,0.1366,2674
f7baf55e-4f6b-58c8-598d-daeceaafe543,Everest Global,LEI-723945-INC,US,0.5258,669
86c1b6cb-e996-30f7-af77-520eff4625af,Vertex Enterprises,LEI-633188-SA,US,0.3103,3116
a97431db-09a9-d1c1-86ca-c6f4e238fe93,Summit Global,LEI-726258-PTYLTD,US,0.1307,3115
b836c448-ad26-1ec5-5d42-b9e9692e07b6,Solaris Industries,LEI-740255-GMBH,FR,0.1837,268
c7332304-4822-3120-c4f9-eccd7630a8a7,Cascade Enterprises,LEI-269930-LTD,JP,0.0942,1894
d9e604b3-8412-a335-d88c-656db61e5fdb,Orbit Services,LEI-187949-CORP,US,0.0744,510
808389c8-657e-01c9-0da2-3e5c6a36af18,Meridian Solutions,LEI-504924-INC,US,0.0871,199
2339ba19-2563-7cc3-ca97-ebf555d596af,Nova Services,LEI-970068-PLC,DE,0.7792,362
871c0884-9bdf-90f2-ba2c-0f19f0b2a5d1,Sterling Systems,LEI-913875-GMBH,US,0.3529,2337
893ad232-98c3-e3ca-7ff4-cec6e7b7b4c6,Apex Solutions,LEI-853448-CORP,US,0.101,3517
ab1021ce-aa14-3cd8-2ff3-cde46aa42c9f,Vertex Partners,LEI-170966-LLC,US,0.867,80
bba205ca-3dba-6da8-5844-f9fc114b9547,Helix Holdings,LEI-239890-LLC,US,0.313,3319
2285b2ef-cfbe-4fe9-2ea9-c542a1b970d0,Stratos Industries,LEI-138780-GMBH,US,0.2232,2050
493e904d-30ec-2796-a59b-457fc0d7ac73,Pinnacle Finance,LEI-787584-SA,US,0.0969,239
b12b6680-7f07-2cb9-2fd3-40c0f945f2fd,Eagle Partners,LEI-936020-GMBH,JP,0.1869,1478
a9320094-53f2-8f11-147f-65701a43db54,Beacon Services,LEI-567576-PTYLTD,US,0.0391,1405
ca9e4a62-fae3-114b-a3b4-42bd46494296,Zenith Capital,LEI-803787-PTYLTD,US,0.108,1871
113634a5-2050-9c62-08e8-95d7702c1821,Solaris Partners,LEI-479742-PTYLTD,IN,0.3799,3290
71a6014c-5f3c-44dc-5ef7-87b8f2e6195f,Stratos Global,LEI-655178-SA,US,0.546,260
4303cbc1-1e25-95b8-8fc9-c86be9ddebf5,Nimbus Industries,LEI-324993-GMBH,DE,0.0923,1675
cf7dcb43-1679-742f-ff4c-96d671f2ce8f,Atlas Partners,LEI-844007-INC,GB,0.1774,3011
3967e60a-823d-d107-5c8a-c066cb2fafa3,Orbit Payments,LEI-930541-CORP,US,0.1085,803
10d4de39-1612-37c9-e25d-f9a89ca8a5c4,Forge Group,LEI-851759-PLC,CA,0.1568,621
2e9522d6-9679-2482-a3c9-88e48d2238e6,Pulse Enterprises,LEI-627290-LLC,AU,0.2081,3285
46426c45-8d03-f17a-f4d3-75c1a29319fa,Pulse Services,LEI-744274-INC,CA,0.1644,894
07437c3b-dd20-c3bf-d342-af080a8bb5b4,Vertex Finance,LEI-772612-GMBH,DE,0.2466,2398
7ba24588-4d56-0a3d-f4e7-069aa4540937,Solaris Group,LEI-411882-PLC,US,0.171,1276
9b4e164b-5716-dc2e-343a-da2a76e5ae78,Prism Holdings,LEI-853258-SA,FR,0.6319,277
18c8a616-2410-8e9a-3f77-9cae7318b96d,Zenith Services,LEI-502810-PTYLTD,US,0.1829,1185
83c501cb-fef7-d9ea-7f8e-548328caaa1d,Sapphire Corp,LEI-423528-PLC,US,0.0812,3215
e1e0fffc-98f6-fd7f-7eb1-62f14806f804,Coral Services,LEI-662761-LLC,AU,0.2612,297
31d4ee09-8fd3-3afc-91fd-fa4f0d18ab95,Meridian Services,LEI-177103-PTYLTD,CA,0.3716,1730
fc9e1dcb-cb7e-6268-5f89-ed1264d6dfbf,Summit Partners,LEI-891638-CORP,US,0.1065,486
9b33e3a4-2620-f9a9-74fd-33d184f2fd0f,Pulse Holdings,LEI-742848-SA,US,0.2868,2030
4cbf131d-901b-cdef-b56f-f8ce7d66971e,Coral Pay,LEI-486251-SA,DE,0.3523,2270
f791f1e5-43f9-cd6b-797e-be8798cf1188,Vortex Finance,LEI-711868-PLC,US,0.1913,199
1c221cea-b355-56a5-f2bd-92f29293f705,Lumen Pay,LEI-562462-SA,US,0.3426,219
b4adaf89-0ff1-aa9f-ba37-0623bc5fd4dd,Pulse Payments,LEI-688132-SA,KR,0.092,3564
de1e994a-c5a1-1f5c-ad05-b9125ab28d4a,Nimbus Corp,LEI-301603-LTD,US,0.1631,2327
7ad465a1-5129-950d-7d2f-4e58b47a1c5b,Pinnacle Networks,LEI-401769-INC,GB,0.476,2917
713f8f8c-ec8b-e537-58ab-4778143b45e3,Nimbus Corp,LEI-324381-LTD,AU,0.214,3015
e7ba26ac-ab7a-3d1c-0cfe-f6833e11bafe,Vortex Solutions,LEI-155040-INC,US,0.3317,1070
f6c31218-c183-6315-330f-8be1a689b424,Beacon Holdings,LEI-399279-LLC,BR,0.0342,2045
efc9909e-d9af-6e09-b91e-3d6ebd1a8f4b,Nova Digital,LEI-538184-CORP,IN,0.6722,303
f64e3dfc-bfbe-ac7a-efc5-97382fb21e66,Beacon Finance,LEI-109717-GMBH,GB,0.7509,283
2999394c-54a7-b69b-1cd6-6b09cf0e6d2b,Sapphire Networks,LEI-853504-CORP,US,0.1358,879
6d7df5d0-d3b5-9af7-67ce-378fe5a4983b,Atlas Capital,LEI-520304-INC,US,0.1794,2706
4d4c5280-5462-52e7-f43b-a0524459bd6e,Cymbal Networks,LEI-785436-SA,DE,0.1761,3177
80a52e65-afa2-8559-67c9-620428e333b6,Forge Systems,LEI-769737-GMBH,US,0.5355,187
aa0217d0-cd4f-8b2b-899a-c252c1e1b94a,Aether Solutions,LEI-813390-INC,CA,0.2047,2018
265cb9d9-8962-8f6e-929c-93b333c08bf1,Flux Holdings,LEI-995993-PLC,US,0.2351,2160
74f0beae-6a59-43ce-8364-35e321c71aa3,Zenith Industries,LEI-805448-GMBH,FR,0.2309,1947
fe7ee362-8a89-b0f0-1052-91d3b34c6c73,Zenith Capital,LEI-595002-LLC,US,0.3529,1501
72d35458-61ea-2f30-e42e-707afe2bd987,Cascade Group,LEI-184148-CORP,DE,0.0622,1623
05d1fb63-c194-f97f-00e3-a026d5b6de85,Forge Industries,LEI-806215-PTYLTD,CA,0.0913,1002
cf39f648-083f-64c3-1ce3-62f8c3f725fe,Pacific Pay,LEI-352356-LTD,US,0.1445,3059
c6ac1b04-dd1d-6cd1-c11f-6bf5379ef467,Zenith Global,LEI-628373-GMBH,US,0.328,2300
fc568b53-24ac-b722-e052-77394d406f1b,Vortex Enterprises,LEI-415098-GMBH,US,0.1787,1060
f10bce9c-582b-91ee-f8e8-035b0c00988a,Cascade Holdings,LEI-830132-PTYLTD,US,0.4084,2120
7688d11f-ce47-58be-24f4-3c62b523c0de,Zenith Enterprises,LEI-536740-CORP,US,0.1245,3602
0d31812e-30c3-6756-d453-f867b97e6224,Crest Group,LEI-806396-LLC,SG,0.149,2283
03ece8ff-e8b3-d763-f4ff-3f3a4d9dbaeb,Aether Payments,LEI-877493-INC,FR,0.3151,1453
a6129a1c-889d-4b76-775c-30b561730c48,Pinnacle Services,LEI-374267-SA,CA,0.3571,1249
0bb401e7-69f7-53f1-501b-a8515ee68495,Vortex Global,LEI-117007-GMBH,GB,0.0671,922
8cf6e8b8-7fd2-38c3-3ee8-2983d5574241,Summit Networks,LEI-900441-PLC,MX,0.383,2423
eab9eb02-2f1d-c121-7d02-4c6d8bea75c1,Zenith Finance,LEI-979827-INC,IN,0.1471,3040
8177b661-37fe-032c-0257-185126a9e100,Sapphire Partners,LEI-163386-PLC,DE,0.2423,2986
b8e19f56-8787-ea21-0448-2a220308aa5e,Crest Services,LEI-117975-PTYLTD,JP,0.9011,59
446f64dd-5abc-a6e5-d0b1-e3eb409e7a80,Everest Capital,LEI-491172-PTYLTD,CA,0.1033,2246
a301ec03-0e5d-8c6a-79db-78628d7dd772,Cymbal Digital,LEI-186702-PLC,AU,0.4946,1634
ec95b3ac-0beb-7c34-4566-7c4879ba630a,Stratos Networks,LEI-669408-LLC,US,0.0861,2411
4c9d6907-13b2-2cec-edca-bf9465f6ba53,Flux Solutions,LEI-694223-PTYLTD,DE,0.035,3452
588a3f87-f96d-40f8-bed6-3da08033f5c2,Zenith Systems,LEI-558320-LTD,AU,0.119,411
fe1a1ba9-c896-9c5b-45f8-c28da255e1bb,Titan Corp,LEI-339220-SA,GB,0.3581,211
12d15585-b68e-47fa-3f17-5534cc4d5819,Vertex Networks,LEI-261712-PTYLTD,FR,0.1078,1299
2ff8e87e-1659-1c89-21eb-faa91a2bd69c,Sterling Industries,LEI-684041-PTYLTD,US,0.3601,1194
dd1ca267-530d-dda6-c8d0-f9e5991965ea,Cascade Pay,LEI-406024-PTYLTD,US,0.6663,335
af70de70-2b69-c95e-8567-1b58926bffa5,Cascade Digital,LEI-245584-GMBH,US,0.7703,154
3f2086c2-f1b8-8d65-406f-64d65c72aebd,Eagle Payments,LEI-580102-INC,US,0.0542,405
dcb9075e-cdd7-f460-6140-77d39ec4ea48,Summit Industries,LEI-450996-PTYLTD,AU,0.8752,114
bc20b9f2-4a9c-589e-51b3-0182f7fe604f,Eagle Solutions,LEI-441716-PTYLTD,US,0.188,1721
06e3f949-8cd3-4c62-c482-9b71ae84b81c,Sapphire Payments,LEI-559753-GMBH,AU,0.2062,826
a2224f96-23a1-3e20-7fd2-55eeac484366,Forge Solutions,LEI-364955-CORP,FR,0.7543,239
b113d50b-dea0-50c6-eb9e-d274ec6a37ad,Pacific Finance,LEI-929130-SA,FR,0.056,2165
9cd8758b-a5a1-c825-2a95-28c35ae1dbad,Nova Group,LEI-889245-SA,MX,0.3485,2812
721e8b1f-3895-8939-9342-a09fb00ac64c,Meridian Group,LEI-585556-CORP,US,0.0177,2467
1db6b844-15fa-9483-f633-cc2deba900e1,Prism Partners,LEI-427040-SA,CA,0.5314,242
cf685878-0b70-5933-4cde-1b6b1132567c,Orbit Pay,LEI-990429-SA,DE,0.204,1396
f55dce6d-6d26-8b37-8f52-42d354bbbcf8,Sapphire Solutions,LEI-936507-PTYLTD,DE,0.1158,745
0123a348-638a-bdf6-6df7-2cd3979aa051,Aether Payments,LEI-391865-INC,GB,0.2181,1931
f7464c02-8718-54c1-7d4e-d26edcd5bfae,Atlas Group,LEI-741003-PTYLTD,GB,0.2813,2837
15b24e1d-9715-4633-9d4e-db71eb2ec80e,Pulse Holdings,LEI-223586-LTD,US,0.3131,1308
a2b03c4b-7c96-6b55-2f8d-8ded6c4c450b,Quasar Digital,LEI-613426-GMBH,US,0.3037,1661
f6bd80c7-624a-2a50-d0b1-fde031f3f0c0,Eagle Enterprises,LEI-817956-PLC,US,0.2058,649
89a0b7eb-398f-569b-465c-c2cb085eb489,Beacon Digital,LEI-918665-PLC,GB,0.3723,1286
8ac35ac4-5dea-a737-fdab-3441d2c2a960,Nova Industries,LEI-672892-LTD,KR,0.1865,2314
d1151fff-dcb9-1d5f-593c-572b4347dbca,Vertex Industries,LEI-223088-LTD,US,0.4381,1932
d0437e4c-34e5-0699-c8eb-e27a23a4e70e,Aether Finance,LEI-697766-SA,CA,0.2607,2613
ade68f51-e670-93a0-fc48-f61583b0b35c,Helix Global,LEI-886530-PTYLTD,BR,0.111,3604
44caa5a2-a1e5-18a2-93d2-28d424655c39,Pacific Group,LEI-573947-INC,DE,0.2377,2094
53c93ae7-7cf0-7bb3-f343-d9eb7466ef02,Cymbal Capital,LEI-866437-PLC,DE,0.0791,1601
52a74a41-44be-d486-7ea5-a387363be5cb,Beacon Holdings,LEI-673896-CORP,GB,0.4311,3468
70f81dba-2871-9b9b-db8f-0e32edef5003,Sapphire Pay,LEI-548580-LTD,KR,0.1098,598
a61f0b96-e75f-745a-aa1d-3fc65f31273d,Flux Finance,LEI-515594-GMBH,FR,0.5796,427
84fa4c72-39e7-a4f1-97fb-613a21f89d06,Titan Pay,LEI-108454-SA,AU,0.275,409
5037cd6b-1a6b-6a7d-1a38-aad6ce532ffd,Meridian Services,LEI-243790-PTYLTD,JP,0.2885,3083
70aa5b0d-2a03-8ad4-a667-b9829c3de1b0,Pinnacle Payments,LEI-758589-CORP,BR,0.1187,124
ca840003-5083-4fef-6dec-6bbdf69777a1,Pulse Solutions,LEI-390421-INC,US,0.2664,1529
304b2370-8270-1238-9b5f-8f39848b34f0,Everest Services,LEI-777558-LLC,JP,0.2176,931
0316d2d6-fa4a-58ef-e383-7348873dc8bd,Meridian Holdings,LEI-238394-PTYLTD,SG,0.1471,380
1149d096-965d-744f-0445-c1a812af97e4,Cymbal Networks,LEI-326222-LLC,IN,0.1185,3245
a3fa4069-1519-fd38-66fb-a71db3a9dcaa,Prism Networks,LEI-187657-GMBH,US,0.1347,1824
6fff15cc-b2dc-6c34-4f67-448e10eceb1f,Solaris Finance,LEI-356355-INC,IN,0.1085,2724
23204ff5-b538-f96c-033e-02f71e93d127,Cymbal Digital,LEI-620526-SA,CA,0.214,809
c57c7498-1e38-f711-e2ec-13f4bba1aed9,Apex Holdings,LEI-946313-PTYLTD,US,0.4156,1190
7487d772-7f03-86fa-13ba-dc91a0a5fde6,Meridian Finance,LEI-623879-CORP,US,0.7137,325
dce8e1c5-dbd3-0aec-0b46-117300a85473,Cymbal Solutions,LEI-148215-PLC,US,0.053,2174
3979d5f5-6b5b-c975-a7dc-2bc0bd9c4693,Atlas Solutions,LEI-536476-SA,US,0.1959,3014
2de982f8-0d7b-ec04-e6e5-9b32ac5f12ef,Vortex Finance,LEI-520400-INC,SG,0.6118,287
c8d57717-9055-a36f-4aa5-f9d3335f2f59,Forge Solutions,LEI-586462-SA,GB,0.483,1601
c2492e5e-005f-d0e6-55c3-b2dbf374190d,Cascade Services,LEI-208998-LTD,CA,0.1927,129
e5449887-b36a-b3ed-69be-173a850ef0ad,Meridian Industries,LEI-884229-INC,GB,0.3065,3553
4aab47b2-3c9d-128a-2176-1930f6d70248,Nimbus Holdings,LEI-939717-PTYLTD,FR,0.2392,2803
27c8fc6c-1be5-a4c3-95af-6d0cc5285425,Helix Digital,LEI-571404-PLC,US,0.2356,3284
cebeabaa-2859-7b34-1725-d2c71eb2a7b8,Forge Finance,LEI-325465-SA,US,0.158,3581
bf8211bc-8e52-fc42-73c3-74a6dac726b6,Solaris Systems,LEI-584487-INC,JP,0.0296,1746
95132c22-1583-9b99-a50a-13dcf004e897,Nimbus Capital,LEI-122859-INC,US,0.013,2671
6ee35607-92ea-1324-ec93-e5962b015723,Everest Corp,LEI-130914-PTYLTD,DE,0.5278,297
3eebc04a-9df2-372e-9e82-5aae9d3616a1,Beacon Corp,LEI-532005-PLC,US,0.1311,231
cb7b0b3a-8b2d-158a-cd5a-e324fe7c80e9,Apex Group,LEI-919898-SA,CA,0.0486,2673
07806e71-3811-b519-98dc-9e0b51a1f5df,Crest Finance,LEI-947935-PLC,CA,0.1728,196
f2a32efd-ff13-8c80-c398-c3320e500785,Vortex Group,LEI-472039-CORP,US,0.0837,3108
303014d0-f2c8-4743-9027-e7702460d0d2,Eagle Services,LEI-284084-PLC,US,0.3137,2398
54ec84ce-002c-cb25-7a5d-7c8286c5547c,Lumen Global,LEI-457311-CORP,BR,0.6805,40
5fa3a531-1291-6e60-f5e7-2daf5d696bc8,Everest Systems,LEI-452909-GMBH,US,0.182,3615
8fddbebc-f7ff-88d4-b509-f08a2c988bca,Pinnacle Solutions,LEI-797860-CORP,US,0.2783,1389
2e9ce8ff-084a-3c4b-9146-8cdcf7164b73,Atlas Solutions,LEI-770718-INC,IN,0.1228,3247
35adde88-43e4-f668-02ea-d2df725656e3,Solaris Capital,LEI-467506-GMBH,JP,0.2697,1465
59ea4936-60f3-4ebc-e1bb-b8cd7e3a9f07,Cascade Systems,LEI-969067-PLC,JP,0.0463,1785
42d943ee-5197-6e75-0523-d4fd4b7f2183,Helix Capital,LEI-458411-CORP,BR,0.3372,226
6f27c1b9-e3c6-dedb-9b79-2afa2a3d418d,Flux Finance,LEI-206176-SA,US,0.0447,2767
